Word,Furigana,Romaji,JLPT,Hinshi,Indonesia Meaning
続々,ぞくぞく,zokuzoku,JLPT N2,Adverbial noun,berturut-turut; satu demi satu
存ずる,ぞんずる,zonzuru,JLPT N2,Expression,"berpikir, merasa, mempertimbangkan, mengetahui, dan lain sebagainya."
増大,ぞうだい,zoudai,JLPT N2,Noun,pembesaran; peningkatan
増減,ぞうげん,zougen,JLPT N2,Noun,"menambah dan mengurangi; fluktuasi  ぞうげん: ichi1, news1, nf17. nama: ichi1, berita1, nf17."
雑巾,ぞうきん,zoukin,JLPT N2,Noun,kain lap rumah; kain lap debu
草履,ぞうり,zouri,JLPT N2,Noun,zori; sandal Jepang
図表,ずひょう,zuhyou,JLPT N2,Noun,bagan; diagram
随筆,ずいひつ,zuihitsu,JLPT N2,Noun,esai; tulisan beragam
図鑑,ずかん,zukan,JLPT N2,Noun,buku bergambar; buku ilustrasi
図形,ずけい,zukei,JLPT N2,Noun,angka; membentuk
頭脳,ずのう,zunou,JLPT N2,Noun,kepala; otak
ずらり,ずらり,zurari,JLPT N2,Adverb,berturut-turut
狡い,ずるい,zurui,JLPT N2,I-adjective,licik; ​​cerdik
図々しい,ずうずうしい,zuuzuushii,JLPT N2,I-adjective,kurang ajar; tidak tahu malu
アッ,アッ,a,JLPT N3,Expression,oh; ah
油,あぶら,abura,JLPT N3,Noun,minyak
彼方此方,あちこち,achikochi,JLPT N3,Adverb,di sana-sini; di sekeliling
愛,あい,ai,JLPT N3,Noun,cinta; kasih sayang
愛情,あいじょう,aijou,JLPT N3,Noun,cinta; kasih sayang
生憎,あいにく,ainiku,JLPT N3,Na-adjective,"Sayangnya; Maaf, tapi..."
アイロン,アイロン,airon,JLPT N3,Noun,setrika (untuk menyetrika pakaian)
アイスクリーム,アイスクリーム,aisukuri-mu,JLPT N3,Noun,es krim; es krim
相手,あいて,aite,JLPT N3,Noun,pendamping; mitra
合図,あいず,aizu,JLPT N3,Noun,tanda; sinyal
明かり,あかり,akari,JLPT N3,Noun,cahaya; penerangan
空き,あき,aki,JLPT N3,Noun,ruang; kamar
明らか,あきらか,akiraka,JLPT N3,Na-adjective,Jelas; nyata
悪口,あっこう,akkou,JLPT N3,Noun,pelecehan; penghinaan
悪魔,あくま,akuma,JLPT N3,Noun,setan; iblis
握手,あくしゅ,akushu,JLPT N3,Noun,jabat tangan
案,あん,an,JLPT N3,Noun,ide; rencana
穴,あな,ana,JLPT N3,Noun,lubang
暗記,あんき,anki,JLPT N3,Noun,menghafal; menghafal
案内,あんない,annai,JLPT N3,Noun,informasi; bimbingan
あんなに,あんなに,annani,JLPT N3,Expression,sampai sejauh itu; sampai tingkat itu
安定,あんてい,antei,JLPT N3,Noun,stabilitas; kestabilan
粗い,あらい,arai,JLPT N3,I-adjective,kasar; bergerigi
嵐,あらし,arashi,JLPT N3,Noun,badai; topan
新た,あらた,arata,JLPT N3,Na-adjective,baru; segar
現れ,あらわれ,araware,JLPT N3,Noun,perwujudan; manifestasi
有らゆる,あらゆる,arayuru,JLPT N3,Pre-noun adjectival,semua; setiap
有り難う,ありがとう,arigatou,JLPT N3,Expression,Terima kasih; Terima kasih
或,ある,aru,JLPT N3,Pre-noun adjectival,tertentu ...; beberapa ...
アルバム,アルバム,arubamu,JLPT N3,Noun,album
或いは,あるいは,aruiha,JLPT N3,Adverb,atau; mungkin
汗,あせ,ase,JLPT N3,Noun,keringat
値,あたい,atai,JLPT N3,Noun,harga; biaya
辺り,あたり,atari,JLPT N3,Noun,"di tepi; di samping (misalnya sungai, kolam)"
集まり,あつまり,atsumari,JLPT N3,Noun,perkumpulan; pertemuan
アウト,アウト,auto,JLPT N3,Noun,keluar
泡,あわ,awa,JLPT N3,Noun,gelembung; busa
哀れ,あわれ,aware,JLPT N3,Noun,rasa iba; kesedihan
誤り,あやまり,ayamari,JLPT N3,Noun,kesalahan; kekeliruan
場,ば,ba,JLPT N3,Noun,tempat; lokasi
バッグ,バッグ,baggu,JLPT N3,Noun,tas
バイオリン,バイオリン,baiorin,JLPT N3,Noun,biola
馬鹿,ばか,baka,JLPT N3,Noun,bodoh; idiot
莫大,ばくだい,bakudai,JLPT N3,Na-adjective,sangat besar; luas
爆発,ばくはつ,bakuhatsu,JLPT N3,Noun,ledakan; detonasi
場面,ばめん,bamen,JLPT N3,Noun,"adegan; latar (misalnya, dalam novel)"
バン,バン,ban,JLPT N3,Noun,sanggul
番,ばん,ban,JLPT N3,Noun,angka (dalam suatu rangkaian)
ばったり,ばったり,battari,JLPT N3,Adverb,dengan benturan; dengan bunyi gedebuk
ベンチ,ベンチ,benchi,JLPT N3,Noun,bangku
弁当,べんとう,bentou,JLPT N3,Noun,bento; kotak bekal makan siang Jepang
ベルト,ベルト,beruto,JLPT N3,Noun,"sabuk (pinggang, tempat duduk, dll.); tali pengikat"
別に,べつに,betsuni,JLPT N3,Adverb,(tidak) terlalu; tidak ada apa-apa
ビール,ビール,bi-ru,JLPT N3,Noun,bir
ビデオ,ビデオ,bideo,JLPT N3,Noun,video
美人,びじん,bijin,JLPT N3,Noun,wanita cantik
吃驚,びっくり,bikkuri,JLPT N3,Adverb,terkejut; takjub
微妙,びみょう,bimyou,JLPT N3,Na-adjective,halus; lembut
便,びん,bin,JLPT N3,Noun,penerbangan (misalnya penerbangan maskapai); perjalanan (misalnya perjalanan kereta api)
瓶,びん,bin,JLPT N3,Noun,botol; guci
ボーイ,ボーイ,bo-i,JLPT N3,Noun,anak laki-laki
ボール,ボール,bo-ru,JLPT N3,Noun,bola
ボート,ボート,bo-to,JLPT N3,Noun,perahu; perahu dayung
ぼんやり,ぼんやり,bonyari,JLPT N3,Adverb,samar-samar; kurang jelas
棒,ぼう,bou,JLPT N3,Noun,tiang; batang
冒険,ぼうけん,bouken,JLPT N3,Noun,risiko; usaha
分,ぶ,bu,JLPT N3,Numeric,sepersepuluh; satu persen (sepersepuluh wari)
無,ぶ,bu,JLPT N3,Prefix,tidak-; bukan-
部分,ぶぶん,bubun,JLPT N3,Noun,bagian; seksi
武器,ぶき,buki,JLPT N3,Noun,senjata; persenjataan
物価,ぶっか,bukka,JLPT N3,Noun,harga komoditas; harga (secara umum)
文,ぶん,bun,JLPT N3,Noun,kalimat
文明,ぶんめい,bunmei,JLPT N3,Noun,peradaban; peradaban
分野,ぶんや,bunya,JLPT N3,Noun,bidang; lingkup
ブレーキ,ブレーキ,bure-ki,JLPT N3,Noun,"rem  ブレーキ: gai1, ichi1."
物質,ぶっしつ,busshitsu,JLPT N3,Noun,bahan; zat
舞台,ぶたい,butai,JLPT N3,Noun,panggung (teater)
物理,ぶつり,butsuri,JLPT N3,Noun,fisika; hukum alam
秒,びょう,byou,JLPT N3,Noun,kedua (menit ke-60)
平等,びょうどう,byoudou,JLPT N3,Na-adjective,kesetaraan; ketidakberpihakan
茶,ちゃ,cha,JLPT N3,Noun,teh
チャンス,チャンス,chansu,JLPT N3,Noun,kesempatan; peluang
ちゃんと,ちゃんと,chanto,JLPT N3,Adverb,dengan tekun; serius
地,ち,chi,JLPT N3,Noun,bumi; tanah
チーム,チーム,chi-mu,JLPT N3,Noun,tim
チーズ,チーズ,chi-zu,JLPT N3,Noun,keju
父親,ちちおや,chichioya,JLPT N3,Noun,"ayah  ちちおや: ichi1, news1, nf02. kata sandi: ichi1, berita1, nf02."
知恵,ちえ,chie,JLPT N3,Noun,kebijaksanaan; kecakapan
違い,ちがい,chigai,JLPT N3,Noun,perbedaan; ketidaksesuaian
違いない,ちがいない,chigainai,JLPT N3,Expression,(frasa) pasti; tidak mungkin salah
地平線,ちへいせん,chiheisen,JLPT N3,Noun,cakrawala (berkaitan dengan daratan)
地方,ちほう,chihou,JLPT N3,Noun,distrik; wilayah
地位,ちい,chii,JLPT N3,Noun,posisi (sosial); status
地域,ちいき,chiiki,JLPT N3,Noun,wilayah; daerah
知事,ちじ,chiji,JLPT N3,Noun,gubernur prefektur
地下,ちか,chika,JLPT N3,Noun,ruang bawah tanah; gudang bawah tanah
近頃,ちかごろ,chikagoro,JLPT N3,Adverbial noun,akhir-akhir ini; belakangan ini
遅刻,ちこく,chikoku,JLPT N3,Noun,keterlambatan; datang terlambat
地区,ちく,chiku,JLPT N3,Noun,distrik; bagian
地球,ちきゅう,chikyuu,JLPT N3,Noun,bumi; bola dunia
知能,ちのう,chinou,JLPT N3,Noun,kecerdasan; intelektualitas
知識,ちしき,chishiki,JLPT N3,Noun,pengetahuan; informasi
貯金,ちょきん,chokin,JLPT N3,Noun,menyisihkan uang; tabungan
直接,ちょくせつ,chokusetsu,JLPT N3,Na-adjective,langsung; segera
著者,ちょしゃ,chosha,JLPT N3,Noun,penulis (biasanya penulis buku tertentu); pengarang
頂戴,ちょうだい,choudai,JLPT N3,Noun,menerima; penerimaan
長期,ちょうき,chouki,JLPT N3,No-adjective,jangka panjang
調査,ちょうさ,chousa,JLPT N3,Noun,investigasi; pemeriksaan
注,ちゅう,chuu,JLPT N3,Noun,anotasi; catatan penjelasan
中学,ちゅうがく,chuugaku,JLPT N3,Noun,sekolah menengah pertama; sekolah menengah atas
中古,ちゅうこ,chuuko,JLPT N3,Temporal noun,bekas; barang bekas
注目,ちゅうもく,chuumoku,JLPT N3,Noun,pemberitahuan; perhatian
注文,ちゅうもん,chuumon,JLPT N3,Noun,pesanan; permintaan
中央,ちゅうおう,chuuou,JLPT N3,Noun,pusat; tengah
駐車,ちゅうしゃ,chuusha,JLPT N3,Noun,parkir (misalnya mobil)
中止,ちゅうし,chuushi,JLPT N3,Noun,penangguhan; penghentian
中心,ちゅうしん,chuushin,JLPT N3,Noun,pusat; tengah
昼食,ちゅうしょく,chuushoku,JLPT N3,Noun,makan siang; makan tengah hari
だが,だが,daga,JLPT N3,Conjunction,tetapi; bagaimanapun
台,だい,dai,JLPT N3,Noun,dudukan; rak
題,だい,dai,JLPT N3,Noun,judul; subjek
大部分,だいぶぶん,daibubun,JLPT N3,Noun,sebagian besar; sebagian besar
代表,だいひょう,daihyou,JLPT N3,Noun,perwakilan; representasi
大臣,だいじん,daijin,JLPT N3,Noun,menteri kabinet
代金,だいきん,daikin,JLPT N3,Noun,harga; pembayaran
代理,だいり,dairi,JLPT N3,Noun,perwakilan; keagenan
大統領,だいとうりょう,daitouryou,JLPT N3,Noun,presiden; kepala eksekutif
ダイヤ,ダイヤ,daiya,JLPT N3,Noun,berlian
だけど,だけど,dakedo,JLPT N3,Conjunction,Namun
駄目,だめ,dame,JLPT N3,Na-adjective,tidak bagus; tidak memenuhi tujuannya
段,だん,dan,JLPT N3,Noun,anak tangga; anak tangga
男子,だんし,danshi,JLPT N3,Noun,pemuda; pria muda
ダンス,ダンス,dansu,JLPT N3,Noun,menari
団体,だんたい,dantai,JLPT N3,Noun,organisasi; perkumpulan
だって,だって,datte,JLPT N3,Conjunction,Lagipula; karena
デート,デート,de-to,JLPT N3,Noun,kencan; pergi berkencan
出会い,であい,deai,JLPT N3,Noun,pertemuan; janji temu
出来事,できごと,dekigoto,JLPT N3,Noun,insiden; urusan
出来るだけ,できるだけ,dekirudake,JLPT N3,Expression,sebisa mungkin; sebanyak yang memungkinkan
デモ,デモ,demo,JLPT N3,Noun,demonstrasi; protes
電子,でんし,denshi,JLPT N3,Noun,elektron
伝統,でんとう,dentou,JLPT N3,Noun,tradisi; konvensi
ですから,ですから,desukara,JLPT N3,Conjunction,jadi; oleh karena itu
何処か,どこか,dokoka,JLPT N3,Expression,di suatu tempat; di mana saja
毒,どく,doku,JLPT N3,Noun,racun; zat beracun
独立,どくりつ,dokuritsu,JLPT N3,Noun,kemerdekaan (misalnya Hari Kemerdekaan); swadaya
独身,どくしん,dokushin,JLPT N3,Noun,bujangan; lajang
読書,どくしょ,dokusho,JLPT N3,Noun,membaca
どんな,どんな,donna,JLPT N3,Pre-noun adjectival,apa; jenis apa
どんなに,どんなに,donnani,JLPT N3,Adverb,bagaimana; berapa banyak
ドライブ,ドライブ,doraibu,JLPT N3,Noun,berkendara; perjalanan dengan mobil
ドラマ,ドラマ,dorama,JLPT N3,Noun,drama
ドレス,ドレス,doresu,JLPT N3,Noun,gaun
泥,どろ,doro,JLPT N3,Noun,lumpur; genangan air
努力,どりょく,doryoku,JLPT N3,Noun,upaya besar; pengerahan tenaga
同一,どういつ,douitsu,JLPT N3,No-adjective,identik; sama
同時,どうじ,douji,JLPT N3,Noun,simultan; bersamaan
銅貨,どうか,douka,JLPT N3,Noun,koin tembaga
道路,どうろ,douro,JLPT N3,Noun,jalan; jalan raya
同僚,どうりょう,douryou,JLPT N3,Noun,rekan kerja; kolega
動詞,どうし,doushi,JLPT N3,Noun,kata kerja
如何しても,どうしても,doushitemo,JLPT N3,Adverb,dengan segala cara; dengan biaya berapa pun
道徳,どうとく,doutoku,JLPT N3,Noun,moral
同様,どうよう,douyou,JLPT N3,No-adjective,identik; sama dengan
土曜,どよう,doyou,JLPT N3,Adverbial noun,Sabtu
柄,え,e,JLPT N3,Noun,pegangan; genggaman
笑顔,えがお,egao,JLPT N3,Noun,wajah tersenyum; senyum
永遠,えいえん,eien,JLPT N3,No-adjective,keabadian; kekekalan
営業,えいぎょう,eigyou,JLPT N3,Noun,bisnis; perdagangan
影響,えいきょう,eikyou,JLPT N3,Noun,pengaruh; efek
永久,えいきゅう,eikyuu,JLPT N3,Na-adjective,keabadian; kekekalan
衛星,えいせい,eisei,JLPT N3,Noun,satelit
栄養,えいよう,eiyou,JLPT N3,Noun,nutrisi; gizi
円,えん,en,JLPT N3,Noun,yen; satuan mata uang Jepang
縁,えん,en,JLPT N3,Noun,takdir; nasib (terutama sebagai kekuatan misterius yang mengikat dua orang bersama)
エネルギー,エネルギー,enerugi-,JLPT N3,Noun,energi
演技,えんぎ,engi,JLPT N3,Noun,akting; pertunjukan
エンジン,エンジン,enjin,JLPT N3,Noun,mesin
援助,えんじょ,enjo,JLPT N3,Noun,bantuan; pertolongan
延期,えんき,enki,JLPT N3,Noun,penundaan; penggeledahan
演奏,えんそう,ensou,JLPT N3,Noun,pertunjukan musik
演説,えんぜつ,enzetsu,JLPT N3,Noun,pidato; sambutan
餌,えさ,esa,JLPT N3,Noun,(pakan) hewan; hijauan
不,ふ,fu,JLPT N3,Prefix,awalan negatif; bukan awalan negatif
不安,ふあん,fuan,JLPT N3,Na-adjective,kecemasan; kegelisahan
普段,ふだん,fudan,JLPT N3,No-adjective,biasa; kebiasaan
筆,ふで,fude,JLPT N3,Noun,kuas tulis
笛,ふえ,fue,JLPT N3,Noun,seruling; fife
不平,ふへい,fuhei,JLPT N3,No-adjective,keluhan; ketidakpuasan
夫人,ふじん,fujin,JLPT N3,Noun,istri; Nyonya
婦人,ふじん,fujin,JLPT N3,Noun,wanita; perempuan
不自由,ふじゆう,fujiyuu,JLPT N3,Na-adjective,ketidaknyamanan; kesulitan
不可,ふか,fuka,JLPT N3,Na-adjective,salah; buruk
不幸,ふこう,fukou,JLPT N3,Noun,ketidakbahagiaan; kesedihan
袋,ふくろ,fukuro,JLPT N3,Noun,tas; karung
服装,ふくそう,fukusou,JLPT N3,Noun,pakaian; busana
不満,ふまん,fuman,JLPT N3,Na-adjective,ketidakpuasan; kekesalan
雰囲気,ふんいき,funiki,JLPT N3,Noun,suasana hati; suasana
不利,ふり,furi,JLPT N3,Na-adjective,kerugian; cacat
故郷,ふるさと,furusato,JLPT N3,Noun,kota asal; tempat kelahiran
不正,ふせい,fusei,JLPT N3,Na-adjective,ketidakadilan; ketidaksetaraan
節,ふし,fushi,JLPT N3,Noun,sendi; buku jari
不思議,ふしぎ,fushigi,JLPT N3,Na-adjective,keajaiban; mukjizat
不足,ふそく,fusoku,JLPT N3,Noun,kekurangan; kelangkaan
双子,ふたご,futago,JLPT N3,Noun,kembar; kembar
再び,ふたたび,futatabi,JLPT N3,Adverb,lagi; sekali lagi
不図,ふと,futo,JLPT N3,Adverb,tiba-tiba; dengan santai
夫婦,ふうふ,fuufu,JLPT N3,Noun,pasangan suami istri; suami istri
風景,ふうけい,fuukei,JLPT N3,Noun,pemandangan; adegan
害,がい,gai,JLPT N3,Noun,cedera; bahaya
外交,がいこう,gaikou,JLPT N3,Noun,diplomasi
外出,がいしゅつ,gaishutsu,JLPT N3,Noun,jalan-jalan; perjalanan
画家,がか,gaka,JLPT N3,Noun,pelukis; seniman
がっかり,がっかり,gakkari,JLPT N3,Noun,merasa kecewa; sedih
学期,がっき,gakki,JLPT N3,Noun,masa sekolah; semester
学,がく,gaku,JLPT N3,Suffix,-ologi; -ika
額,がく,gaku,JLPT N3,Noun,gambar (berbingkai)
学問,がくもん,gakumon,JLPT N3,Noun,beasiswa; studi
学者,がくしゃ,gakusha,JLPT N3,Noun,sarjana
学習,がくしゅう,gakushuu,JLPT N3,Noun,belajar; pembelajaran
我慢,がまん,gaman,JLPT N3,Noun,kesabaran; daya tahan
ゲーム,ゲーム,ge-mu,JLPT N3,Noun,permainan
芸術,げいじゅつ,geijutsu,JLPT N3,Noun,(seni rupa); seni
劇,げき,geki,JLPT N3,Noun,drama; sandiwara
劇場,げきじょう,gekijou,JLPT N3,Noun,teater; gedung pertunjukan
現場,げんば,genba,JLPT N3,Noun,tempat sebenarnya; TKP
現代,げんだい,gendai,JLPT N3,No-adjective,saat ini; era modern
言語,げんご,gengo,JLPT N3,Noun,bahasa
現実,げんじつ,genjitsu,JLPT N3,Noun,kenyataan; aktualitas
現状,げんじょう,genjou,JLPT N3,Noun,kondisi saat ini; keadaan yang ada
限界,げんかい,genkai,JLPT N3,Noun,batas; terikat
現金,げんきん,genkin,JLPT N3,Noun,uang tunai; uang tunai
現象,げんしょう,genshou,JLPT N3,Noun,gejala
現在,げんざい,genzai,JLPT N3,Adverbial noun,sekarang; saat ini
月曜,げつよう,getsuyou,JLPT N3,Adverbial noun,Senin
議長,ぎちょう,gichou,JLPT N3,Noun,"ketua; juru bicara (misalnya, majelis)"
議員,ぎいん,giin,JLPT N3,Noun,"anggota Diet, kongres atau parlemen"
議会,ぎかい,gikai,JLPT N3,Noun,kongres; parlemen
疑問,ぎもん,gimon,JLPT N3,Noun,pertanyaan; masalah
義務,ぎむ,gimu,JLPT N3,Noun,tugas; kewajiban
銀,ぎん,gin,JLPT N3,Noun,perak (Ag)
議論,ぎろん,giron,JLPT N3,Noun,argumen; diskusi
技師,ぎし,gishi,JLPT N3,Noun,insinyur; teknisi
御,ご,go,JLPT N3,Prefix,awalan hormat/sopan/rendah hati
語,ご,go,JLPT N3,Noun,bahasa
ゴール,ゴール,go-ru,JLPT N3,Noun,gol; keranjang (bola basket)
語学,ごがく,gogaku,JLPT N3,Noun,studi bahasa
誤解,ごかい,gokai,JLPT N3,Noun,salah paham
御免なさい,ごめんなさい,gomennasai,JLPT N3,Expression,Saya mohon maaf; permisi
塵,ごみ,gomi,JLPT N3,Noun,sampah; limbah
豪華,ごうか,gouka,JLPT N3,Na-adjective,luar biasa; menakjubkan
合格,ごうかく,goukaku,JLPT N3,Noun,keberhasilan; lulus (misalnya ujian)
合計,ごうけい,goukei,JLPT N3,Noun,jumlah total; nilai total
強盗,ごうとう,goutou,JLPT N3,Noun,perampok; penjambret
軍,ぐん,gun,JLPT N3,Noun,tentara; pasukan
軍隊,ぐんたい,guntai,JLPT N3,Noun,angkatan bersenjata; militer
グランド,グランド,gurando,JLPT N3,No-adjective,besar
グラス,グラス,gurasu,JLPT N3,Noun,gelas (wadah minum)
グループ,グループ,guru-pu,JLPT N3,Noun,kelompok (biasanya orang)
ぐっすり,ぐっすり,gussuri,JLPT N3,Adverb,tidur nyenyak; tidur pulas
具体,ぐたい,gutai,JLPT N3,Noun,konkret; nyata
偶然,ぐうぜん,guuzen,JLPT N3,Na-adjective,(secara) kebetulan; secara tak terduga
逆,ぎゃく,gyaku,JLPT N3,Na-adjective,kebalikan; berlawanan
行儀,ぎょうぎ,gyougi,JLPT N3,Noun,tata krama; perilaku
はあ,はあ,haa,JLPT N3,Expression,ya; memang
幅,はば,haba,JLPT N3,Noun,lebar; luas
肌,はだ,hada,JLPT N3,Noun,kulit
裸,はだか,hadaka,JLPT N3,Noun,telanjang; bugil
激しい,はげしい,hageshii,JLPT N3,I-adjective,keras; marah
母親,ははおや,hahaoya,JLPT N3,Noun,ibu
灰,はい,hai,JLPT N3,Noun,abu; abu
ハイキング,ハイキング,haikingu,JLPT N3,Noun,lintas alam
配達,はいたつ,haitatsu,JLPT N3,Noun,pengiriman; distribusi
俳優,はいゆう,haiyuu,JLPT N3,Noun,aktor; aktris
始まり,はじまり,hajimari,JLPT N3,Noun,asal; permulaan
墓,はか,haka,JLPT N3,Noun,lokasi pemakaman; kuburan
博士,はかせ,hakase,JLPT N3,Noun,gelar doktor; PhD
発見,はっけん,hakken,JLPT N3,Noun,penemuan; deteksi
発行,はっこう,hakkou,JLPT N3,Noun,terbitan (publikasi); penerbitan
博物館,はくぶつかん,hakubutsukan,JLPT N3,Noun,museum
拍手,はくしゅ,hakushu,JLPT N3,Noun,tepuk tangan; tepuk tangan
販売,はんばい,hanbai,JLPT N3,Noun,penjualan; pemasaran
判断,はんだん,handan,JLPT N3,Noun,penilaian; keputusan
羽,はね,hane,JLPT N3,Noun,bulu; jambul
範囲,はんい,hani,JLPT N3,Noun,luas; cakupan
反抗,はんこう,hankou,JLPT N3,Noun,oposisi; perlawanan
犯人,はんにん,hannin,JLPT N3,Noun,pelaku kejahatan; kriminal
ハンサム,ハンサム,hansamu,JLPT N3,Na-adjective,tampan
犯罪,はんざい,hanzai,JLPT N3,Noun,kejahatan; pelanggaran
発表,はっぴょう,happyou,JLPT N3,Noun,pengumuman; publikasi
原,はら,hara,JLPT N3,Noun,ladang; dataran
腹,はら,hara,JLPT N3,Noun,perut; lambung
針,はり,hari,JLPT N3,Noun,jarum; peniti
鋏,はさみ,hasami,JLPT N3,Noun,gunting; alat pemotong
破産,はさん,hasan,JLPT N3,Noun,kebangkrutan; insolvensi
発車,はっしゃ,hassha,JLPT N3,Noun,keberangkatan sebuah kendaraan
旗,はた,hata,JLPT N3,Noun,bendera
畑,はたけ,hatake,JLPT N3,Noun,"ladang (untuk buah-buahan, sayuran, dll.); lahan garapan"
働き,はたらき,hataraki,JLPT N3,Noun,pekerjaan; tenaga kerja
発明,はつめい,hatsumei,JLPT N3,Noun,penemuan
発達,はったつ,hattatsu,JLPT N3,Noun,perkembangan; pertumbuhan
発展,はってん,hatten,JLPT N3,Noun,perkembangan; pertumbuhan
流行,はやり,hayari,JLPT N3,Noun,mode; tren
塀,へい,hei,JLPT N3,Noun,dinding
平均,へいきん,heikin,JLPT N3,Noun,rata-rata; mean
平和,へいわ,heiwa,JLPT N3,Na-adjective,perdamaian; harmoni
変化,へんか,henka,JLPT N3,Noun,perubahan; variasi
変更,へんこう,henkou,JLPT N3,Noun,perubahan; modifikasi
灯,ひ,hi,JLPT N3,Noun,cahaya; lampu
被害,ひがい,higai,JLPT N3,Noun,(penderitaan) kerusakan; cedera
悲劇,ひげき,higeki,JLPT N3,Noun,tragedi; drama tragis
批判,ひはん,hihan,JLPT N3,Noun,kritik; penilaian
批評,ひひょう,hihyou,JLPT N3,Noun,kritik; tinjauan
比較,ひかく,hikaku,JLPT N3,Noun,perbandingan
飛行,ひこう,hikou,JLPT N3,Noun,penerbangan; penerbangan
秘密,ひみつ,himitsu,JLPT N3,Noun,rahasia; kerahasiaan
紐,ひも,himo,JLPT N3,Noun,tali; benang
必死,ひっし,hisshi,JLPT N3,Na-adjective,panik; putus asa
否定,ひてい,hitei,JLPT N3,Noun,negasi; penyangkalan
人ごみ,ひとごみ,hitogomi,JLPT N3,Noun,kerumunan orang
一言,ひとこと,hitokoto,JLPT N3,Noun,satu kata; beberapa kata
